ID	Quelle	Titel	Autor_normalisiert	GND	Jahr	Geschlecht	Gattung	Gattung1	Gattung1 (Allgemeinwissenschaft)	Gattung2	Erzähltes Medium	Erzählerposition	Happyend	Epoche (nach Jahr)	Epoche (nach Fachwissenschaft)	Strömung	Ort	Verlag	Originalsprache	URI
k00100000329	Kernkorpus/TextGrid	Ellen Olestjerne	Reventlow, Franziska Gräfin zu	118600044	1903	f	Roman	autobiographischer Roman::Entwicklungsroman	autobiographischer Roman	Individuum und Entwicklung		gemischt		Moderne	Moderne (2)				de	textgrid:tbbm.0
k00100000330	Kernkorpus/TextGrid	Von Paul zu Pedro	Reventlow, Franziska Gräfin zu	118600044	1912	f	Roman	Briefroman	Briefroman		Brief	homodiegetisch		Moderne	Moderne (2)				de	textgrid:tb9w.0
k00100000331	Kernkorpus/TextGrid	Herrn Dames Aufzeichnungen	Reventlow, Franziska Gräfin zu	118600044	1913	f	Roman	Schlüsselroman	humoristischer Schlüsselroman	Schlüsselroman		homodiegetisch	kein Happyend	Moderne	Moderne (2)				de	textgrid:tbbk.0
k00100000332	Kernkorpus/TextGrid	Der Geldkomplex	Reventlow, Franziska Gräfin zu	118600044	1916	f	Roman	-	Briefroman::Parodie		Brief	homodiegetisch		Moderne	Moderne (2)				de	textgrid:tbc1.0
k00100000333	Kernkorpus/TextGrid	Der Selbstmordverein	Reventlow, Franziska Gräfin zu	118600044	1925	f	Roman	-				heterodiegetisch		Moderne					de	textgrid:tb96.0
k00100000334	Kernkorpus/TextGrid	Die Aufzeichnungen des Malte Laurids Brigge	Rilke, Rainer Maria	118601024	1910	m	Roman	Künstlerroman::Entwicklungsroman::Psychologischer Roman::Tagebuchroman::Großstadtroman		Individuum und Entwicklung		homodiegetisch		Moderne	Moderne-Gegenströmungen zum Naturalismus (1)  | Moderne (3) | Moderne-Dekadenz (1)	Gegenströmungen zum Naturalismus			de	textgrid:tbvd.0
k00100000335	Kernkorpus/TextGrid	Die Schriften des Waldschulmeisters	Rosegger, Peter	118602667	1875	m	Roman	Pädagogischer Roman::Utopie::autobiographischer Roman::Regionalroman	Tagebuchroman	Populäre Unterhaltung/Individuum und Entwicklung/Ideen und Religion/Autobiographie		homodiegetisch	kein Happyend	Realismus	Realismus (4)				de	textgrid:tgvw.0
k00100000336	Kernkorpus/TextGrid	Der Pedlar	Ruppius, Otto	116708859	1857	m	Roman	-				heterodiegetisch		Realismus	Realismus (1)				de	textgrid:tndt.0
k00100000337	Kernkorpus/TextGrid	Das Vermächtnis des Pedlars	Ruppius, Otto	116708859	1859	m	Roman	-				heterodiegetisch		Realismus	Realismus (1)				de	textgrid:tndq.0
k00100000338	Kernkorpus/TextGrid	Venus im Pelz	Sacher-Masoch, Leopold von	118604570	1869	m	Roman	-	sadomasochistische Novelle	Populäre Unterhaltung		homodiegetisch		Realismus	Realismus (2)				de	textgrid:tp6s.0
k00100000339	Kernkorpus/TextGrid	Paralyse	Sack, Gustav	118750607	1913	m	Roman	-				homodiegetisch		Moderne	Moderne (2)				de	textgrid:tqbp.0
k00100000340	Kernkorpus/TextGrid	Die Geschichte der Justine oder die Nachteile der Tugend	Sade, Marquis de	118604759	1791	m	Roman	Erotischer Roman	erotischer Roman	Populäre Unterhaltung		gemischt	kein Happyend	Aufklärung	Aufklärung (1)				fr	textgrid:tqc4.0
k00100000341	Kernkorpus/TextGrid	Tarub, Bagdads berühmte Köchin	Scheerbart, Paul	118606816	1897	m	Roman	Phantastischer Roman::autobiographischer Roman				heterodiegetisch		Moderne	Moderne-Naturalismus (1)				de	textgrid:tv94.0
k00100000342	Kernkorpus/TextGrid	Liwûna und Kaidôh. Ein Seelenroman	Scheerbart, Paul	118606816	1901	m	Roman	Phantastischer Roman				heterodiegetisch		Moderne					de	textgrid:tvcp.0
k00100000343	Kernkorpus/TextGrid	Immer mutig!	Scheerbart, Paul	118606816	1902	m	Roman	Phantastischer Roman				homodiegetisch		Moderne					de	textgrid:tv9c.0
k00100000344	Kernkorpus/TextGrid	Lesabéndio. Ein Asteroiden-Roman	Scheerbart, Paul	118606816	1913	m	Roman	Sozialer Roman::Utopie::phantastischer Roman::Weltraumroman::Planetenroman		Zeit und Gesellschaft/Populäre Unterhaltung/Ideen und Religion		heterodiegetisch		Moderne	Moderne-Naturalismus (1)				de	textgrid:tv9p.0
k00100000345	Kernkorpus/TextGrid	Ekkehard	Scheffel, Joseph Viktor von	118606832	1855	m	Roman	Historischer Roman::Professorenroman::kulturhistorischer Roman	historischer Roman	Zeit und Gesellschaft/Populäre Unterhaltung		heterodiegetisch		Realismus	Realismus (3)				de	textgrid:tvjx.0
k00100000346	Kernkorpus/TextGrid	Der Geisterseher	Schiller, Friedrich	118607626	1788	m	Roman	Intrigenroman::Schauerroman::Kriminalroman::Geheimbundroman	Bundesroman::Sensationsroman::Schauerroman::Zeitroman::Abenteuer-, Intrigen-, Kriminal-, Geheimbund- und Geisterroman	Populäre Unterhaltung		homodiegetisch	unbestimmbar	Romantik	Romantik-Klassik (1) | Aufklärung&Romantik (1)	Klassik::Weimarer Klassik			de	textgrid:twqj.0
k00100000347	Kernkorpus/TextGrid	Die Denkwürdigkeiten des Herrn v. H.	Schilling, Friedrich Gustav	117269891	1787	m	Roman	Erotischer Roman	erotischer Roman	Populäre Unterhaltung		homodiegetisch		Aufklärung					de	textgrid:v17w.0
k00100000348	Kernkorpus/TextGrid	Florentin	Schlegel, Dorothea	118607979	1801	f	Roman	Künstlerroman::Entwicklungsroman::Malerroman::Satirischer Roman::Parodie	Entwicklungsroman	Individuum und Entwicklung		heterodiegetisch	unbestimmbar	Romantik	Romantik (2)				de	textgrid:v2k8.0
k00100000349	Kernkorpus/TextGrid	Lucinde	Schlegel, Friedrich	118607987	1799	m	Roman	Liebesroman::allegorischer Roman::Psychologischer Roman::Bildungsroman::Künstlerroman	Bildungsroman	Populäre Unterhaltung		gemischt		Romantik	Romantik (3)	Bürgerlichkeit?			de	textgrid:v2mx.0
k00100000350	Kernkorpus/TextGrid	Wunderliche Fata einiger See-Fahrer	Schnabel, Johann Gottfried	118609475	1731	m	Roman	Staatsroman::Abenteuerroman::Robinsonade::Seefahrerroman::Schiffbruchsroman::Anti-Europa-Roman::Utopie	Robinsonade	Ideen und Religion		homodiegetisch	Happyend	Aufklärung	Aufklärung (2) | Frühaufklärung (1)	Pietismus			de	textgrid:v3p6.0
k00100000351	Kernkorpus/TextGrid	Der im Irrgarten der Liebe herumtaumelnde Kavalier	Schnabel, Johann Gottfried	118609475	1738	m	Roman	Galanter Roman::Schelmenroman::Schlüsselroman::pikaresker Schelmenroman::Rokokoroman::Abenteuerroman::Reiseroman	galanter Roman	Zeit und Gesellschaft/Schlüsselroman		heterodiegetisch		Aufklärung	Aufklärung (2) | Frühaufklärung (1)	Pietismus			de	textgrid:v3p3.0
k00100000352	Kernkorpus/TextGrid	Frau Berta Garlan	Schnitzler, Arthur	118609807	1901	m	Roman	Frauennovelle::Liebesnovelle		Populäre Unterhaltung		heterodiegetisch	kein Happyend	Moderne	Moderne-Wiener Moderne (1) | Moderne-Impressionismus (1)				de	textgrid:v3z1.0
k00100000353	Kernkorpus/TextGrid	Der Weg ins Freie	Schnitzler, Arthur	118609807	1907	m	Roman	Zeitroman::Gesellschaftsroman::Antibildungsroman::Liebesroman::Dekadenzroman::gesellschaftskritischer Roman	Entwicklungsroman::Gesellschaftsroman	Zeit und Gesellschaft/Populäre Unterhaltung		heterodiegetisch		Moderne	Moderne-Gegenströmungen zum Naturalismus (1) | Moderne-Impressionismus (1)				de	textgrid:v3s8.0
k00100000354	Kernkorpus/TextGrid	Doktor Gräsler, Badearzt	Schnitzler, Arthur	118609807	1917	m	Roman	-				heterodiegetisch		Moderne	Moderne-Impressionismus (1)				de	textgrid:v3z4.0
k00100000355	Kernkorpus/TextGrid	Casanovas Heimfahrt	Schnitzler, Arthur	118609807	1918	m	Roman	-				heterodiegetisch		Moderne	Moderne-Gegenströmungen zum Naturalismus (1) | Moderne-Impressionismus (1) | Realismus (1)				de	textgrid:v3t9.0
k00100000356	Kernkorpus/TextGrid	Therese	Schnitzler, Arthur	118609807	1928	m	Roman	Schlüsselroman::Dekadenzroman::Entwicklungsroman	Desillusionsroman::Frauenroman	Schlüsselroman		heterodiegetisch	kein Happyend	Moderne	Moderne-Impressionismus (1) | Moderne (1)	Gegenströmungen zum Naturalismus			de	textgrid:v3rn.0
k00100000357	Kernkorpus/TextGrid	Anna	Schopenhauer, Adele	11880510X	1845	f	Roman	Zeitroman	autobiographischer Roman	Zeit und Gesellschaft		heterodiegetisch		Realismus					de	textgrid:vbhs.0
k00100000358	Kernkorpus/TextGrid	Gabriele	Schopenhauer, Johanna	118610473	1819	f	Roman	-				heterodiegetisch	kein Happyend	Romantik	Romantik (1)	Zeit der napoleonischen Kriege			de	textgrid:vbjd.0
k00100000359	Kernkorpus/TextGrid	Die Tante	Schopenhauer, Johanna	118610473	1823	f	Roman	-				heterodiegetisch		Romantik					de	textgrid:vbj6.0
k00100000360	Kernkorpus/TextGrid	Richard Wood	Schopenhauer, Johanna	118610473	1837	f	Roman	-				heterodiegetisch		Romantik					de	textgrid:vbjc.0
k00100000361	Kernkorpus/TextGrid	Aus den Memoiren einer Sängerin	Schröder-Devrient, Wilhelmine	119056569	1829	f	Roman	-	erotischer Roman			homodiegetisch		Romantik					de	textgrid:vhgf.0
k00100000362	Kernkorpus/TextGrid	Ivanhoe	Scott, Sir Walter	118612409	1819	m	Roman	Historischer Roman::Anti-Ritterroman::Ritterroman		Populäre Unterhaltung		heterodiegetisch		Romantik					en	textgrid:vmhc.0
k00100000363	Kernkorpus/TextGrid	Quo vadis	Sienkiewicz, Henryk	118797107	1896	m	Roman	Historischer Roman	historischer Roman	Populäre Unterhaltung		heterodiegetisch	Happyend	Moderne					pl	textgrid:vnmn.0
k00100000364	Kernkorpus/TextGrid	Problematische Naturen. Erste Abtheilung	Spielhagen, Friedrich	118616196	1861	m	Roman	Zeitroman::Entwicklungsroman::politscher Roman::Psychologischer Roman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch	kein Happyend	Realismus	Realismus (2) | Realismus-Junges Deutschland (1)	Gründerzeit			de	textgrid:vqkr.0
k00100000365	Kernkorpus/TextGrid	Problematische Naturen. Zweite Abtheilung (Durch Nacht zum Licht)	Spielhagen, Friedrich	118616196	1861	m	Roman	Zeitroman::Entwicklungsroman::politscher Roman::Psychologischer Roman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch		Realismus	Realismus (2) | Realismus-Junges Deutschland (1)	Gründerzeit			de	textgrid:vqkj.0
k00100000366	Kernkorpus/TextGrid	Hammer und Amboß	Spielhagen, Friedrich	118616196	1869	m	Roman	Entwicklungsroman::Zeitroman::Bildungsroman	Industrieroman	Zeit und Gesellschaft/Individuum und Entwicklung		homodiegetisch	Happyend	Realismus	Realismus (3) | Realismus-Junges Deutschland (1)	Gründerzeit			de	textgrid:vqkq.0
k00100000367	Kernkorpus/TextGrid	Zum Zeitvertreib	Spielhagen, Friedrich	118616196	1897	m	Roman	Gesellschaftsroman		Zeit und Gesellschaft		heterodiegetisch	kein Happyend	Realismus		Gründerzeit			de	textgrid:vqkz.0
k00100000368	Kernkorpus/TextGrid	Faustulus	Spielhagen, Friedrich	118616196	1898	m	Roman	-				heterodiegetisch	kein Happyend	Realismus	Realismus-Junges Deutschland (1)	Gründerzeit			de	textgrid:vqkg.0
k00100000369	Kernkorpus/TextGrid	Der Jude	Spindler, Carl	119164043	1827	m	Roman	Historischer Roman		Populäre Unterhaltung		heterodiegetisch		Romantik	Realismus (1)				de	textgrid:vqm5.0
k00100000370	Kernkorpus/TextGrid	Conrad	Spitteler, Carl	118616277	1898	m	Roman	-				heterodiegetisch		Moderne	Moderne-Naturalismus (1)	Gegenströmungen zum Naturalismus			de	textgrid:vqmn.0
k00100000371	Kernkorpus/TextGrid	Imago	Spitteler, Carl	118616277	1906	m	Roman	Psychologischer Roman::Künstlerroman::Liebesroman::Autobiographischer Roman::Dekadenzroman		Individuum und Entwicklung/Populäre Unterhaltung/Autobiographie		heterodiegetisch		Moderne	Moderne-Naturalismus (1)	Gegenströmungen zum Naturalismus			de	textgrid:vqmf.0
k00100000372	Kernkorpus/TextGrid	Die Mädchenfeinde	Spitteler, Carl	118616277	1907	m	Roman	-				heterodiegetisch		Moderne	Moderne-Naturalismus (1)	Gegenströmungen zum Naturalismus			de	textgrid:vqmm.0
k00100000373	Kernkorpus/TextGrid	Heidis Lehr- und Wanderjahre	Spyri, Johanna	118616455	1880	f	Roman	Heimatroman::Kinderbuch		Zeit und Gesellschaft		heterodiegetisch	Happyend	Realismus					de	textgrid:vqn2.0
k00100000374	Kernkorpus/TextGrid	Heidi kann brauchen, was es gelernt hat	Spyri, Johanna	118616455	1881	f	Roman	Heimatroman		Zeit und Gesellschaft		heterodiegetisch	Happyend	Realismus					de	textgrid:vqmz.0
k00100000375	Kernkorpus/TextGrid	Rot und Schwarz	Stendhal	118617648	1830	m	Roman	Psychologischer Roman::Gesellschaftsroman::Zeitroman::Bildungsroman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch	kein Happyend	Romantik					fr	textgrid:vrd2.0
k00100000376	Kernkorpus/TextGrid	Tristram Shandy	Sterne, Laurence	11861794X	1759	m	Roman	Humoristischer Roman::Bildungsroman::Entwicklungsroman::Abenteuerroman::parodistischer Roman	Satirischer Roman	Individuum und Entwicklung		homodiegetisch		Aufklärung	Aufklärung-Empfindsamkeit (1) | Aufklärung (1)	Empfindsamkeit			en	textgrid:vrdz.0
k00100000377	Kernkorpus/TextGrid	Die Mappe meines Urgroßvaters	Stifter, Adalbert	118618156	1841	m	Roman	biographische Novelle				homodiegetisch	Happyend	Realismus	Romantik-Biedermeier (1) | Realismus-Vormärz (1) | Realismus (1)				de	textgrid:vs29.0
k00100000378	Kernkorpus/TextGrid	Feldblumen	Stifter, Adalbert	118618156	1841	m	Roman	-				homodiegetisch	Happyend	Realismus	Romantik-Biedermeier (2) | Realismus-Vormärz (1)				de	textgrid:vs1h.0
k00100000379	Kernkorpus/TextGrid	Die Narrenburg	Stifter, Adalbert	118618156	1843	m	Roman	Heimatnovelle::Liebesnovelle		Zeit und Gesellschaft/Populäre Unterhaltung		heterodiegetisch	Happyend	Realismus	Romantik-Biedermeier (1) | Realismus-Vormärz (1) | Realismus (1)				de	textgrid:vs2p.0
k00100000380	Kernkorpus/TextGrid	Der Hagestolz	Stifter, Adalbert	118618156	1845	m	Roman	biographische Novelle				heterodiegetisch	Happyend	Realismus	Romantik-Biedermeier (1) | Realismus-Vormärz (1)				de	textgrid:vs23.0
k00100000381	Kernkorpus/TextGrid	Zwei Schwestern	Stifter, Adalbert	118618156	1846	m	Roman	-				homodiegetisch		Realismus	Romantik-Biedermeier (1) | Realismus-Vormärz (1)				de	textgrid:vs35.0
k00100000382	Kernkorpus/TextGrid	Der Nachsommer	Stifter, Adalbert	118618156	1857	m	Roman	Bildungsroman::Entwicklungsroman::Gesellschaftsutopie::Künstlerroman::Idylle::didaktischer Roman::Erziehungsroman	Bildungsroman::Erziehungsroman::Entwicklungsroman	Individuum und Entwicklung		homodiegetisch	Happyend	Realismus	Romantik-Biedermeier (1) | Realismus-Vormärz (1) | Realismus (1)	Biedermeier			de	textgrid:vs37.0
k00100000383	Kernkorpus/TextGrid	Witiko	Stifter, Adalbert	118618156	1865	m	Roman	Historischer Roman::Generationsroman::Familienroman	historischer Roman::Entwicklungsroman	Populäre Unterhaltung		heterodiegetisch	Happyend	Realismus	Romantik-Biedermeier (1) | Realismus-Vormärz (1) | Realismus (1)	Biedermeier			de	textgrid:vs2k.0
k00100000384	Kernkorpus/TextGrid	Macarie	Stockfleth, Maria Catharina	118010832	1669	f	Roman	Schäferroman	Schäferroman	Zeit und Gesellschaft		heterodiegetisch	Happyend	Frühe Neuzeit	Frühe Neuzeit (1)	Barock			de	textgrid:vs4b.0
k00100000385	Kernkorpus/TextGrid	Der Schimmelreiter	Storm, Theodor	118618725	1888	m	Roman	Gespenstergeschichte::Heimatnovelle::historische Novelle::Entwicklungsroman::biographische Heimatnovelle		Zeit und Gesellschaft/Individuum und Entwicklung/Populäre Unterhaltung		heterodiegetisch	kein Happyend	Realismus	Realismus (4)				de	textgrid:vtb3.0
k00100000386	Kernkorpus/TextGrid	Inferno	Strindberg, August Johan	118619314	1897	m	Roman	Autobiographischer Roman	autobiographischer Roman	Individuum und Entwicklung/Autobiographie		homodiegetisch	unbestimmbar	Moderne		Symbolismus			fr	textgrid:w3z3.0
k00100000387	Kernkorpus/TextGrid	Frau Sorge	Sudermann, Hermann	118619853	1887	m	Roman	Entwicklungsroman::Heimatroman::Gegenwartsroman::sozialPsychologischer Roman::Bildungsroman	Bildungsroman	Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch	Happyend	Realismus	Realismus (1) | Moderne-Naturalismus (3)	Naturalismus			de	textgrid:w3zv.0
k00100000388	Kernkorpus/TextGrid	Jons und Erdme	Sudermann, Hermann	118619853	1917	m	Roman	Heimatnovelle		Zeit und Gesellschaft		heterodiegetisch		Moderne	Realismus (1) | Moderne-Naturalismus (3)				de	textgrid:w40b.0
k00100000389	Kernkorpus/TextGrid	Die Waffen nieder!	Suttner, Bertha von	118620126	1889	f	Roman	Pazifistischer Roman::Antikriegsroman::Autobiographie::Entwicklungsroman::Eheroman	Antikriegsroman	Ideen und Religion		homodiegetisch		Moderne	Moderne-Naturalismus (1)				de	textgrid:w424.0
k00100000390	Kernkorpus/TextGrid	Marthas Kinder	Suttner, Bertha von	118620126	1902	f	Roman	-				heterodiegetisch		Moderne					de	textgrid:w420.0
k00100000391	Kernkorpus/TextGrid	Gullivers Reisen	Swift, Jonathan	118620193	1726	m	Roman	Satirischer Roman::Utopie::Reiseroman::Lügenroman	Satirischer Roman	Ideen und Religion		homodiegetisch	kein Happyend	Aufklärung					en	textgrid:w42k.0
k00100000392	Kernkorpus/TextGrid	Jahrmarkt der Eitelkeit	Thackeray, William Makepeace	118621483	1847	m	Roman	Zeitroman::Gesellschaftsroman::Lebensroman::gesellschaftskritischer Roman::Psychologischer Roman	Gesellschaftsroman	Zeit und Gesellschaft		heterodiegetisch		Realismus					en	textgrid:wbpp.0
k00100000393	Kernkorpus/TextGrid	Andreas Vöst	Thoma, Ludwig	118622072	1906	m	Roman	Bauernroman::Heimatroman	Bauernroman	Zeit und Gesellschaft		heterodiegetisch	kein Happyend	Moderne	Moderne (1)	Gegenströmungen zum Naturalismus			de	textgrid:wbvh.0
k00100000394	Kernkorpus/TextGrid	Der Wittiber	Thoma, Ludwig	118622072	1911	m	Roman	Bauernroman::Zeitroman		Zeit und Gesellschaft		heterodiegetisch	kein Happyend	Moderne	Moderne (1)	Gegenströmungen zum Naturalismus			de	textgrid:wcjn.0
k00100000395	Kernkorpus/TextGrid	Der Ruepp	Thoma, Ludwig	118622072	1922	m	Roman	Bauernroman	Bauernroman	Zeit und Gesellschaft		heterodiegetisch	kein Happyend	Moderne	Moderne (1)	Gegenströmungen zum Naturalismus			de	textgrid:wc2n.0
k00100000396	Kernkorpus/TextGrid	Reise in die mittäglichen Provinzen von Frankreich im Jahre 1785-1786	Thümmel, Moritz August von	118622358	1791	m	Roman	Reiseroman::didaktischer Zeit- und Bildungsroman::Briefroman::Tagebuchroman		Zeit und Gesellschaft/Individuum und Entwicklung		homodiegetisch	kein Happyend	Aufklärung	Aufklärung (2)	Empfindsamkeit			de	textgrid:wcqt.0
k00100000397	Kernkorpus/TextGrid	Geschichte des Herrn William Lovell	Tieck, Ludwig	12989432X	1795	m	Roman	Bildungsroman::Liebesroman::Briefroman::Seelen- und Weltanschauungsroman::anthropologischer Roman	Briefroman	Individuum und Entwicklung/Populäre Unterhaltung	Brief	homodiegetisch	kein Happyend	Romantik	Romantik (4)	Nihilismus			de	textgrid:wdfj.0
k00100000398	Kernkorpus/TextGrid	Franz Sternbalds Wanderungen	Tieck, Ludwig	12989432X	1798	m	Roman	Bildungsroman::Künstlerroman::Entwicklungsroman::phantastischer Roman::Malerroman::abenteuerlicher Reiseroman		Individuum und Entwicklung		heterodiegetisch	Happyend	Romantik	Romantik (5)	Romantik			de	textgrid:wd0v.0
k00100000399	Kernkorpus/TextGrid	Der junge Tischlermeister	Tieck, Ludwig	12989432X	1836	m	Roman	Bildungsroman	Zeitroman	Individuum und Entwicklung		heterodiegetisch	Happyend	Romantik	Romantik (3)				de	textgrid:wdng.0
k00100000400	Kernkorpus/TextGrid	Vittoria Accorombona	Tieck, Ludwig	12989432X	1840	m	Roman	Historischer Roman::Geschichtsroman::Renaissance-Roman	historischer Roman::Entwicklungsroman::Zeitroman::Familienroman	Populäre Unterhaltung		heterodiegetisch	kein Happyend	Romantik	Romantik (1)				de	textgrid:wczc.0
k00100000401	Kernkorpus/TextGrid	Krieg und Frieden	Tolstoj, Lev Nikolaevic	11864291X	1868	m	Roman	Historischer Roman::Zeitroman::Entwicklungsroman::realistisch-kritischer Gesellschaftsroman	historischer Roman	Zeit und Gesellschaft/Individuum und Entwicklung/Populäre Unterhaltung		heterodiegetisch		Realismus	Realismus (2)				ru	textgrid:wf68.0
k00100000402	Kernkorpus/TextGrid	Anna Karenina	Tolstoj, Lev Nikolaevic	11864291X	1878	m	Roman	Liebesroman::Gesellschaftsroman::Psychologischer Roman::Entwicklungsroman::Eheroman	Gesellschaftsroman	Zeit und Gesellschaft/Individuum und Entwicklung/Populäre Unterhaltung		heterodiegetisch	kein Happyend	Realismus	Realismus (1)				ru	textgrid:wf65.0
k00100000403	Kernkorpus/TextGrid	Schloss Gripsholm	Tucholsky, Kurt	11862444X	1931	m	Roman	Reiseroman::Liebesroman::Humoristischer Roman		Zeit und Gesellschaft/Populäre Unterhaltung		homodiegetisch	Happyend	Moderne		neue Sachlichkeit			de	textgrid:wnfd.0
k00100000404	Kernkorpus/TextGrid	Väter und Söhne	Turgenev, Ivan Sergeeviç	118643010	1861	m	Roman	Gesellschaftsroman::Helden- und Adelsgutroman	Generationsroman	Zeit und Gesellschaft		heterodiegetisch	kein Happyend	Realismus					ru	textgrid:wp4q.0
k00100000405	Kernkorpus/TextGrid	Huckleberry Finn	Twain, Mark	118624822	1885	m	Roman	Abenteuerroman::Jugendroman::Entwicklungsroman::Charakterroman::Schelmenroman	Abenteuerroman	Individuum und Entwicklung/Populäre Unterhaltung		homodiegetisch		Realismus					en	textgrid:wp52.0
k00100000406	Kernkorpus/TextGrid	Julchen Grünthal	Unger, Friederike Helene	117293091	1784	f	Roman	Empfindsam-didaktischer Frauenroman::Weiblicher Erziehungsroman::Bildungsroman::Adoleszenzroman		Individuum und Entwicklung		gemischt	Happyend	Aufklärung					de	textgrid:wq9b.0
k00100000407	Kernkorpus/TextGrid	Albert und Albertine	Unger, Friederike Helene	117293091	1804	f	Roman	Liebesroman		Populäre Unterhaltung		heterodiegetisch	Happyend	Romantik					de	textgrid:wq94.0
k00100000408	Kernkorpus/TextGrid	Bekenntnisse einer schönen Seele	Unger, Friederike Helene	117293091	1806	f	Roman	Bildungsroman::Autobiographie		Individuum und Entwicklung		homodiegetisch		Romantik					de	textgrid:wq99.0
k00100000409	Kernkorpus/TextGrid	Die Zerissenen	Ungern-Sternberg, Alexander von	118763733	1832	m	Roman	Zeitroman		Zeit und Gesellschaft		heterodiegetisch		Romantik	Realismus-Junges Deutschland (1)				de	textgrid:wqc9.0
k00100000410	Kernkorpus/TextGrid	Reise um den Mond	Verne, Jules	118626620	1869	m	Roman	Abenteuerroman	Abenteuerroman::Reiseroman	Populäre Unterhaltung		heterodiegetisch	Happyend	Realismus					fr	textgrid:wr6h.0
k00100000411	Kernkorpus/TextGrid	Zwanzigtausend Meilen unter'm Meer	Verne, Jules	118626620	1870	m	Roman	-	Abenteuerroman::Reiseroman	Populäre Unterhaltung		homodiegetisch	Happyend	Realismus					fr	textgrid:wr68.0
k00100000412	Kernkorpus/TextGrid	Reise um die Erde in 80 Tagen	Verne, Jules	118626620	1872	m	Roman	Abenteuerroman::Reiseroman	Abenteuerroman::Reiseroman	Zeit und Gesellschaft/Populäre Unterhaltung		heterodiegetisch	Happyend	Realismus					fr	textgrid:wr7p.0
k00100000413	Kernkorpus/TextGrid	Reise nach dem Mittelpunkt der Erde	Verne, Jules	118626620	1873	m	Roman	Abenteuerroman::Reiseroman	Abenteuerroman::Reiseroman	Zeit und Gesellschaft/Populäre Unterhaltung		homodiegetisch	Happyend	Realismus					fr	textgrid:wr7h.0
k00100000414	Kernkorpus/DTA	Auch Einer 1	Vischer, Friedrich Theodor	11862721X	1879	m	Roman	Philosophischer Roman::autobiographischer Roman::Reiseroman::Professorenroman::humoristisch-grotesker Roman	humoristischer Roman::Bekenntnisroman	Zeit und Gesellschaft/Individuum und Entwicklung/Ideen und Religion		homodiegetisch		Realismus					de	
k00100000415	Kernkorpus/DTA	Auch Einer 2	Vischer, Friedrich Theodor	11862721X	1879	m	Roman	Philosophischer Roman::autobiographischer Roman::Reiseroman::Professorenroman::humoristisch-grotesker Roman	humoristischer Roman::Bekenntnisroman	Zeit und Gesellschaft/Individuum und Entwicklung/Ideen und Religion		homodiegetisch		Realismus					de	
k00100000416	Kernkorpus/DTA	Ini	Voß, Julius	118627929	1810	m	Roman	technische und politische Utopie	Science-Fiction-Roman			heterodiegetisch	Happyend	Romantik					de	
k00100000417	Kernkorpus/TextGrid	Rinaldo Rinaldini, der Räuberhauptmann	Vulpius, Christian August	118770489	1799	m	Roman	Räuberroman::Abenteuerroman::Unterhaltungsroman::Ritteroman	Räuberroman	Populäre Unterhaltung		heterodiegetisch	kein Happyend	Romantik	Romantik (2)	Klassik			de	textgrid:wzh0.0
k00100000418	Kernkorpus/TextGrid	Die Briten in Rom	Waiblinger, Wilhelm	11862850X	1828	m	Roman	-	humoristische Erzählung			heterodiegetisch		Romantik					de	textgrid:x02z.0
k00100000419	Kernkorpus/TextGrid	Die Burg von Otranto	Walpole, Horace	118628844	1764	m	Roman	Schauerroman::gotischer Schauerroman	Schauerroman	Populäre Unterhaltung		heterodiegetisch	Happyend	Aufklärung					en	textgrid:x26h.0
k00100000420	Kernkorpus/TextGrid	Die Juden von Zirndorf	Wassermann, Jakob	118629387	1897	m	Roman	Historischer Roman		Populäre Unterhaltung		heterodiegetisch		Moderne	Moderne-Gegenströmungen zum Naturalismus (1) | Moderne (1)	Gegenströmungen zum Naturalismus			de	textgrid:x271.0
k00100000421	Kernkorpus/TextGrid	Caspar Hauser	Wassermann, Jakob	118629387	1907	m	Roman	Historischer Roman::fränkischer Roman::Passionsgeschichte	historischer Roman	Populäre Unterhaltung		heterodiegetisch	kein Happyend	Moderne	Moderne-Gegenströmungen zum Naturalismus (1) | Moderne (1)	Gegenströmungen zum Naturalismus			de	textgrid:x26t.0
k00100000422	Kernkorpus/TextGrid	Das Gänsemännchen	Wassermann, Jakob	118629387	1915	m	Roman	Künstlerroman::Liebesroman::Musiker-Roman::fränkischer Roman	Künstlerroman	Individuum und Entwicklung/Populäre Unterhaltung		heterodiegetisch	Happyend	Moderne	Moderne-Gegenströmungen zum Naturalismus (1) | Moderne (1)	Gegenströmungen zum Naturalismus			de	textgrid:x270.0
k00100000423	Kernkorpus/TextGrid	Christian Wahnschaffe	Wassermann, Jakob	118629387	1919	m	Roman	Sozialer Roman::Gesellschaftsroman::Zeitroman::Entwicklungsroman		Zeit und Gesellschaft/Individuum und Entwicklung		heterodiegetisch		Moderne	Moderne-Expressionismus (1) | Moderne (2)	Gegenströmungen zum Naturalismus			de	textgrid:x277.0
